Time	V(N001)	V(N002)	I(V1)	I(R1)	I(L1)	
0.781	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.782	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.783	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.784	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.785	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.786	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.787	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.788	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.789	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.79	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.791	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.792	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.793	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.794	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.795	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.796	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.797	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.798	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.799	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.8	1.67839e-13	0.313953	0.000313953	0.000313953	0.000313953	
0.801	0.313953	0.313953	-1.11022e-16	-1.6781e-16	-1.67834e-16	
0.802	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.803	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.804	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.805	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.806	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.807	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.808	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.809	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.81	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.811	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.812	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.813	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.814	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.815	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.816	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.817	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.818	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.819	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.82	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.821	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.822	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.823	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.824	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.825	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.826	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.827	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.828	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.829	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.83	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.831	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.832	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.833	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.834	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.835	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.836	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.837	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.838	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.839	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.84	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.841	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.842	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.843	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.844	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.845	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.846	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.847	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.848	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.849	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.85	-1.8499e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.851	-0.313953	-0.313953	1.11022e-16	1.84963e-16	1.84965e-16	
0.852	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.853	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.854	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.855	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.856	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.857	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.858	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.859	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.86	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.861	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.862	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.863	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.864	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.865	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.866	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.867	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.868	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.869	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.87	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.871	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.872	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.873	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.874	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.875	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.876	-4.99013	0.00986636	0.005	0.005	0.005	
0.877	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.878	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.879	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.88	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
0.881	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.882	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.883	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.884	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.885	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.886	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.887	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.888	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.889	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.89	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.891	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.892	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.893	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.894	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.895	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.896	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.897	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.898	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.899	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
0.9	2.02141e-13	0.313953	0.000313953	0.000313953	0.000313953	
0.901	0.313953	0.313953	-1.66533e-16	-2.02116e-16	-2.02095e-16	
0.902	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
0.903	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
0.904	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
0.905	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
0.906	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
0.907	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
0.908	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
0.909	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
0.91	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
0.911	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
0.912	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
0.913	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
0.914	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
0.915	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
0.916	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
0.917	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
0.918	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
0.919	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
0.92	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
0.921	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
0.922	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
0.923	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
0.924	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
0.925	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
0.926	4.99013	-0.00986636	-0.005	-0.005	-0.005	
0.927	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
0.928	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
0.929	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
0.93	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
0.931	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
0.932	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
0.933	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
0.934	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
0.935	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
0.936	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
0.937	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
0.938	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
0.939	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
0.94	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
0.941	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
0.942	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
0.943	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
0.944	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
0.945	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
0.946	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
0.947	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
0.948	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
0.949	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
0.95	-2.19292e-13	-0.313953	-0.000313953	-0.000313953	-0.000313953	
0.951	-0.313953	-0.313953	1.66533e-16	2.19269e-16	2.1928e-16	
0.952	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
0.953	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
0.954	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
0.955	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
0.956	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
0.957	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
0.958	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
0.959	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
0.96	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
0.961	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
0.962	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
0.963	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
0.964	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
0.965	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
0.966	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
0.967	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
0.968	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
0.969	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
0.97	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
0.971	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
0.972	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
0.973	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
0.974	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
0.975	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
0.976	-4.99013	0.00986636	0.005	0.005	0.005	
0.977	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
0.978	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
0.979	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
0.98	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
0.981	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
0.982	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
0.983	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
0.984	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
0.985	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
0.986	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
0.987	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
0.988	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
0.989	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
0.99	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
0.991	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
0.992	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
0.993	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
0.994	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
0.995	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
0.996	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
0.997	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
0.998	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
0.999	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
1	2.00916e-13	0.313953	0.000313953	0.000313953	0.000313953	
1.001	0.313953	0.313953	-1.66533e-16	-2.00895e-16	-2.00903e-16	
1.002	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
1.003	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
1.004	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
1.005	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
1.006	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
1.007	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
1.008	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
1.009	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
1.01	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
1.011	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
1.012	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
1.013	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
1.014	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
1.015	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
1.016	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
1.017	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
1.018	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
1.019	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
1.02	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
1.021	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
1.022	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
1.023	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
1.024	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
1.025	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
1.026	4.99013	-0.00986636	-0.005	-0.005	-0.005	
1.027	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
1.028	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
1.029	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
1.03	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
1.031	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
1.032	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
1.033	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
1.034	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
1.035	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
1.036	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
1.037	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
1.038	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
1.039	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
1.04	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
1.041	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
1.042	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
1.043	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
1.044	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
1.045	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
1.046	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
1.047	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
1.048	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
1.049	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
1.05	1.55829e-12	-0.313953	-0.000313953	-0.000313953	-0.000313953	
1.051	-0.313953	-0.313953	-1.60982e-15	-1.55825e-15	-1.55827e-15	
1.052	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
1.053	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
1.054	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
1.055	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
1.056	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
1.057	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
1.058	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
1.059	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
1.06	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
1.061	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
1.062	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
1.063	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
1.064	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
1.065	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
1.066	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
1.067	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
1.068	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
1.069	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
1.07	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
1.071	-4.84292	-0.0876332	0.00475528	0.00475528	0.00475528	
1.072	-4.91144	-0.0685204	0.00484292	0.00484292	0.00484292	
1.073	-4.96057	-0.0491373	0.00491144	0.00491144	0.00491144	
1.074	-4.99013	-0.0295601	0.00496057	0.00496057	0.00496057	
1.075	-5	-0.00986636	0.00499013	0.00499013	0.00499013	
1.076	-4.99013	0.00986636	0.005	0.005	0.005	
1.077	-4.96057	0.0295601	0.00499013	0.00499013	0.00499013	
1.078	-4.91144	0.0491373	0.00496057	0.00496057	0.00496057	
1.079	-4.84292	0.0685204	0.00491144	0.00491144	0.00491144	
1.08	-4.75528	0.0876332	0.00484292	0.00484292	0.00484292	
1.081	-4.64888	0.1064	0.00475528	0.00475528	0.00475528	
1.082	-4.52414	0.124747	0.00464888	0.00464888	0.00464888	
1.083	-4.38153	0.142602	0.00452414	0.00452414	0.00452414	
1.084	-4.22164	0.159894	0.00438153	0.00438153	0.00438153	
1.085	-4.04508	0.176555	0.00422164	0.00422164	0.00422164	
1.086	-3.85257	0.192519	0.00404508	0.00404508	0.00404508	
1.087	-3.64484	0.207723	0.00385257	0.00385257	0.00385257	
1.088	-3.42274	0.222108	0.00364484	0.00364484	0.00364484	
1.089	-3.18712	0.235616	0.00342274	0.00342274	0.00342274	
1.09	-2.93893	0.248194	0.00318712	0.00318712	0.00318712	
1.091	-2.67913	0.259792	0.00293893	0.00293893	0.00293893	
1.092	-2.40877	0.270366	0.00267913	0.00267913	0.00267913	
1.093	-2.1289	0.279872	0.00240877	0.00240877	0.00240877	
1.094	-1.84062	0.288274	0.0021289	0.0021289	0.0021289	
1.095	-1.54508	0.295538	0.00184062	0.00184062	0.00184062	
1.096	-1.24345	0.301636	0.00154508	0.00154508	0.00154508	
1.097	-0.936907	0.306543	0.00124345	0.00124345	0.00124345	
1.098	-0.626666	0.31024	0.000936907	0.000936907	0.000936907	
1.099	-0.313953	0.312714	0.000626666	0.000626666	0.000626666	
1.1	-3.24644e-12	0.313953	0.000313953	0.000313953	0.000313953	
1.101	0.313953	0.313953	3.27516e-15	3.2464e-15	3.24643e-15	
1.102	0.626666	0.312714	-0.000313953	-0.000313953	-0.000313953	
1.103	0.936907	0.31024	-0.000626666	-0.000626666	-0.000626666	
1.104	1.24345	0.306543	-0.000936907	-0.000936907	-0.000936907	
1.105	1.54508	0.301636	-0.00124345	-0.00124345	-0.00124345	
1.106	1.84062	0.295538	-0.00154508	-0.00154508	-0.00154508	
1.107	2.1289	0.288274	-0.00184062	-0.00184062	-0.00184062	
1.108	2.40877	0.279872	-0.0021289	-0.0021289	-0.0021289	
1.109	2.67913	0.270366	-0.00240877	-0.00240877	-0.00240877	
1.11	2.93893	0.259792	-0.00267913	-0.00267913	-0.00267913	
1.111	3.18712	0.248194	-0.00293893	-0.00293893	-0.00293893	
1.112	3.42274	0.235616	-0.00318712	-0.00318712	-0.00318712	
1.113	3.64484	0.222108	-0.00342274	-0.00342274	-0.00342274	
1.114	3.85257	0.207723	-0.00364484	-0.00364484	-0.00364484	
1.115	4.04508	0.192519	-0.00385257	-0.00385257	-0.00385257	
1.116	4.22164	0.176555	-0.00404508	-0.00404508	-0.00404508	
1.117	4.38153	0.159894	-0.00422164	-0.00422164	-0.00422164	
1.118	4.52414	0.142602	-0.00438153	-0.00438153	-0.00438153	
1.119	4.64888	0.124747	-0.00452414	-0.00452414	-0.00452414	
1.12	4.75528	0.1064	-0.00464888	-0.00464888	-0.00464888	
1.121	4.84292	0.0876332	-0.00475528	-0.00475528	-0.00475528	
1.122	4.91144	0.0685204	-0.00484292	-0.00484292	-0.00484292	
1.123	4.96057	0.0491373	-0.00491144	-0.00491144	-0.00491144	
1.124	4.99013	0.0295601	-0.00496057	-0.00496057	-0.00496057	
1.125	5	0.00986636	-0.00499013	-0.00499013	-0.00499013	
1.126	4.99013	-0.00986636	-0.005	-0.005	-0.005	
1.127	4.96057	-0.0295601	-0.00499013	-0.00499013	-0.00499013	
1.128	4.91144	-0.0491373	-0.00496057	-0.00496057	-0.00496057	
1.129	4.84292	-0.0685204	-0.00491144	-0.00491144	-0.00491144	
1.13	4.75528	-0.0876332	-0.00484292	-0.00484292	-0.00484292	
1.131	4.64888	-0.1064	-0.00475528	-0.00475528	-0.00475528	
1.132	4.52414	-0.124747	-0.00464888	-0.00464888	-0.00464888	
1.133	4.38153	-0.142602	-0.00452414	-0.00452414	-0.00452414	
1.134	4.22164	-0.159894	-0.00438153	-0.00438153	-0.00438153	
1.135	4.04508	-0.176555	-0.00422164	-0.00422164	-0.00422164	
1.136	3.85257	-0.192519	-0.00404508	-0.00404508	-0.00404508	
1.137	3.64484	-0.207723	-0.00385257	-0.00385257	-0.00385257	
1.138	3.42274	-0.222108	-0.00364484	-0.00364484	-0.00364484	
1.139	3.18712	-0.235616	-0.00342274	-0.00342274	-0.00342274	
1.14	2.93893	-0.248194	-0.00318712	-0.00318712	-0.00318712	
1.141	2.67913	-0.259792	-0.00293893	-0.00293893	-0.00293893	
1.142	2.40877	-0.270366	-0.00267913	-0.00267913	-0.00267913	
1.143	2.1289	-0.279872	-0.00240877	-0.00240877	-0.00240877	
1.144	1.84062	-0.288274	-0.0021289	-0.0021289	-0.0021289	
1.145	1.54508	-0.295538	-0.00184062	-0.00184062	-0.00184062	
1.146	1.24345	-0.301636	-0.00154508	-0.00154508	-0.00154508	
1.147	0.936907	-0.306543	-0.00124345	-0.00124345	-0.00124345	
1.148	0.626666	-0.31024	-0.000936907	-0.000936907	-0.000936907	
1.149	0.313953	-0.312714	-0.000626666	-0.000626666	-0.000626666	
1.15	5.00565e-12	-0.313953	-0.000313953	-0.000313953	-0.000313953	
1.151	-0.313953	-0.313953	-5.05151e-15	-5.00566e-15	-5.00565e-15	
1.152	-0.626666	-0.312714	0.000313953	0.000313953	0.000313953	
1.153	-0.936907	-0.31024	0.000626666	0.000626666	0.000626666	
1.154	-1.24345	-0.306543	0.000936907	0.000936907	0.000936907	
1.155	-1.54508	-0.301636	0.00124345	0.00124345	0.00124345	
1.156	-1.84062	-0.295538	0.00154508	0.00154508	0.00154508	
1.157	-2.1289	-0.288274	0.00184062	0.00184062	0.00184062	
1.158	-2.40877	-0.279872	0.0021289	0.0021289	0.0021289	
1.159	-2.67913	-0.270366	0.00240877	0.00240877	0.00240877	
1.16	-2.93893	-0.259792	0.00267913	0.00267913	0.00267913	
1.161	-3.18712	-0.248194	0.00293893	0.00293893	0.00293893	
1.162	-3.42274	-0.235616	0.00318712	0.00318712	0.00318712	
1.163	-3.64484	-0.222108	0.00342274	0.00342274	0.00342274	
1.164	-3.85257	-0.207723	0.00364484	0.00364484	0.00364484	
1.165	-4.04508	-0.192519	0.00385257	0.00385257	0.00385257	
1.166	-4.22164	-0.176555	0.00404508	0.00404508	0.00404508	
1.167	-4.38153	-0.159894	0.00422164	0.00422164	0.00422164	
1.168	-4.52414	-0.142602	0.00438153	0.00438153	0.00438153	
1.169	-4.64888	-0.124747	0.00452414	0.00452414	0.00452414	
1.17	-4.75528	-0.1064	0.00464888	0.00464888	0.00464888	
